Date,ticker,close,close_lag,return,volume,high,low,rolling_var_5,target
2016-01-11,NVS,54.175865173339844,54.122779846191406,0.0980831496447454,3954546,73.5394287109375,72.24910736083984,-2.542048007105091,-7.254555573949805
2016-01-12,NVS,54.57402420043945,54.175865173339844,0.7349380131275618,1769753,74.05017852783203,72.8584213256836,-2.542048007105091,-10.333057538741919
2016-01-13,NVS,53.81089401245117,54.57402420043945,-1.398339593183484,2492586,74.2293930053711,72.64337158203125,-2.5479627295740026,-11.607515284403291
2016-01-14,NVS,54.879276275634766,53.81089401245117,1.9854386045628392,3247337,74.41756439208984,72.78673553466797,-2.5479627295740026,-12.795399607104914
2016-01-15,NVS,53.240203857421875,54.879276275634766,-2.986687379003583,2454977,72.68817138671875,71.31720733642578,-2.6690178218395633,-12.849039295197752
2016-01-19,NVS,53.74453353881836,53.240203857421875,0.9472722582863913,2933071,73.2347640991211,71.95340728759766,-2.6690178218395633,-12.976009109932225
2016-01-20,NVS,53.41273880004883,53.74453353881836,-0.6173553232718731,2407435,72.64337158203125,70.52867126464844,-2.6690178218395633,-13.102978924666695
2016-01-21,NVS,52.994667053222656,53.41273880004883,-0.7827191719024684,2949365,71.86380004882812,71.03046417236328,-2.54589373758336,-13.100909932676053
2016-01-22,NVS,54.57402420043945,52.994667053222656,2.980219020209418,2499170,73.86200714111328,72.94802856445312,-2.54589373758336,-13.09884094068541
2016-01-25,NVS,54.16259765625,54.57402420043945,-0.7538871289358595,2583205,73.78136444091797,72.78673553466797,-0.7769527633091466,-11.206775882154993
2016-01-26,NVS,54.8394660949707,54.16259765625,1.2496971489745379,2854282,74.15770721435547,73.13619995117188,-0.7769527633091466,-9.314710823624576
2016-01-27,NVS,51.88646697998047,54.8394660949707,-5.384806463790593,5038740,71.53225708007812,69.53404998779297,-4.464389005412968,-11.110082007197981
2016-01-28,NVS,50.791534423828125,51.88646697998047,-2.1102468907254868,3696080,69.23834991455078,67.77777862548828,-4.729894549177572,-13.294082818792191
2016-01-29,NVS,51.740474700927734,50.791534423828125,1.868304015352651,4077641,69.87454986572266,68.1451644897461,-4.729894549177572,-15.478083630386404
2016-02-01,NVS,51.27595138549805,51.740474700927734,-0.8977948465195618,2083684,69.52509307861328,68.67383575439453,-4.729894549177572,-19.43102541625483
2016-02-02,NVS,50.320377349853516,51.27595138549805,-1.8635910399017797,3267313,68.39605712890625,67.73297119140625,-4.729894549177572,-23.38396720212325
2016-02-03,NVS,50.77163314819336,50.320377349853516,0.896765529404675,2476069,68.5573501586914,67.32078552246094,-2.0609157205607453,-20.98049391727103
2016-02-04,NVS,49.809417724609375,50.77163314819336,-1.8951831247489115,2478190,67.77777862548828,66.75627136230469,-1.8888647077794851,-18.139464075872947
2016-02-05,NVS,49.32499313354492,49.809417724609375,-0.9725562216823747,2574277,67.27598571777344,66.28136444091797,-1.8888647077794851,-15.29843423447486
2016-02-08,NVS,48.56185531616211,49.32499313354492,-1.5471625415469537,3159954,65.83333587646484,64.91039276123047,-1.8888647077794851,-12.457404393076773
2016-02-09,NVS,48.19024658203125,48.56185531616211,-0.7652276291988835,3016213,65.60035705566406,64.42652130126953,-1.82557900810852,-9.55308885200772
2016-02-10,NVS,48.43577575683594,48.19024658203125,0.5094997270593815,3060965,66.415771484375,65.3494644165039,-1.82557900810852,-9.317752139555495
2016-02-11,NVS,47.911537170410156,48.43577575683594,-1.08233754540783,2630747,65.03584289550781,64.11289978027344,-1.454197542319129,-8.883084974095139
2016-02-12,NVS,48.24332809448242,47.911537170410156,0.6925073660069891,2369491,65.19713592529297,64.36380004882812,-1.454197542319129,-8.448417808634783
2016-02-16,NVS,48.634849548339844,48.24332809448242,0.8115556478413888,4046281,65.96774291992188,64.9372787475586,-1.0189155621660406,-7.578468663021338
